Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type
2919,45,3,402,16,4615,220,232,149,4795,Rawah,3501
3018,103,8,212,27,2748,234,230,127,6567,Rawah,7745
3303,338,8,212,21,1294,202,228,165,785,Rawah,8771
2897,85,20,95,13,391,244,201,78,1663,Rawah,7746
2642,272,36,437,172,875,104,223,245,1740,Commanche,7710
3004,152,15,90,9,4227,237,239,128,2310,Rawah,7745
3092,187,6,361,24,853,221,244,158,3048,Commanche,7755
3203,100,7,162,12,5003,231,231,133,2052,Rawah,7201
3094,335,9,0,0,2172,200,228,167,3183,Rawah,7201
3208,48,17,285,33,3421,224,201,105,4522,Rawah,8772
3391,341,9,902,120,1292,202,228,164,1772,Commanche,8771
3151,288,5,638,114,1930,205,239,173,765,Commanche,4758
2824,68,8,0,0,630,228,225,130,573,Commanche,7202
3103,0,3,360,18,1321,215,234,156,1354,Neota,7202
3200,321,9,484,45,1168,197,231,174,2460,Neota,7202
2785,25,13,285,63,2486,213,210,132,2471,Rawah,7745
2936,90,1,277,14,4497,221,236,151,5725,Rawah,7745
3083,207,18,558,101,5910,205,254,178,1816,Rawah,7745
3039,342,18,85,24,4459,180,210,167,2197,Rawah,7746
2936,51,3,0,0,3618,221,232,147,6279,Rawah,7102
2613,107,11,0,0,1657,239,226,116,1321,Rawah,6101
3213,342,14,331,65,1012,191,218,166,2164,Rawah,7745
2542,16,12,0,0,870,209,214,141,335,Rawah,6101
3239,166,2,60,11,633,221,239,155,1201,Neota,7101
2406,110,14,268,108,853,244,223,106,816,Cache,2704
2542,324,6,212,18,2503,204,233,168,2489,Commanche,4704
2443,128,21,270,71,1172,249,222,91,1310,Commanche,2705
2978,172,2,270,5,2496,220,239,156,2014,Rawah,7745
2439,99,22,212,83,865,250,203,69,1104,Cache,2706
3296,332,5,366,200,4173,209,234,163,1237,Rawah,7745
2779,194,27,212,-27,2937,204,249,163,1624,Commanche,4758
3242,219,9,379,75,2652,210,249,175,947,Commanche,7756
2428,49,5,484,186,1452,222,228,141,633,Cache,2717
3088,121,24,648,311,1061,252,213,74,878,Rawah,7746
3031,17,7,0,0,3515,214,225,147,1832,Rawah,7745
2577,12,20,242,104,636,195,194,131,295,Commanche,7757
3047,118,8,60,2,1471,234,233,130,866,Commanche,7756
2915,103,12,283,116,295,240,224,112,285,Rawah,7201
3045,211,10,426,49,2419,212,250,173,1284,Commanche,7756
3239,48,13,85,0,2894,224,212,120,1840,Commanche,7755
3247,127,10,306,60,2078,237,234,126,1788,Commanche,7756
2888,75,18,371,143,1092,239,203,88,1243,Commanche,7757
2824,31,16,162,38,3606,214,203,120,2856,Rawah,7745
3208,216,21,192,56,1510,194,254,189,4327,Neota,7201
3042,31,17,450,183,1518,214,202,119,3271,Commanche,7755
3011,141,7,720,39,5678,230,238,141,6384,Rawah,7745
3279,343,10,175,24,6096,200,225,163,351,Rawah,7201
3086,209,12,234,70,778,211,251,173,666,Commanche,7700
3209,338,8,60,5,3837,204,229,165,1510,Rawah,7202
3303,291,18,60,13,3479,167,234,206,1627,Rawah,8772
3241,337,10,120,13,4089,197,225,167,1218,Rawah,8772
2977,302,13,150,24,4086,182,233,191,1187,Rawah,7745
3229,334,14,591,28,1830,187,221,172,446,Commanche,7201
3275,1,13,488,75,1194,201,215,151,390,Rawah,7201
3223,319,14,0,0,3502,182,226,183,1816,Rawah,7201
1958,123,14,30,5,67,243,228,111,391,Cache,2702
3267,135,4,175,12,960,226,238,146,1974,Rawah,8771
2353,64,26,60,27,968,233,179,62,1374,Cache,2706
3361,100,10,175,28,957,237,227,120,3856,Neota,7756
3405,36,13,120,45,2506,219,211,126,1350,Commanche,8772
2889,350,12,42,4,3163,198,219,160,1921,Rawah,7745
3103,44,28,499,198,2329,213,167,72,2160,Commanche,7757
2809,158,8,342,48,1557,229,242,145,1207,Commanche,4704
2835,258,18,450,140,927,175,248,210,1822,Commanche,2705
2933,63,15,30,7,1332,232,209,106,1492,Rawah,7745
3371,126,17,182,42,933,246,226,102,4010,Neota,8771
3003,107,27,180,26,450,253,196,52,1295,Rawah,7746
3116,324,8,212,16,1040,200,231,171,1682,Neota,7700
2742,22,5,258,63,1539,217,229,149,2060,Commanche,4704
3129,136,16,306,75,607,243,232,113,794,Commanche,7756
3103,139,4,42,8,4302,227,238,146,1450,Rawah,7201
3028,106,24,685,218,691,252,203,65,1387,Rawah,7745
1990,30,7,95,22,212,218,226,143,467,Cache,2702
2964,355,8,492,64,782,207,225,157,1907,Rawah,7745
2934,268,13,216,66,1114,187,245,197,865,Commanche,7756
3373,66,6,90,6,2808,227,227,135,2179,Rawah,8772
2861,76,7,0,0,3438,229,227,131,4951,Rawah,7102
2898,59,25,180,99,182,230,178,66,1159,Rawah,7745
3237,200,6,576,30,1123,218,246,163,2372,Commanche,7757
2727,88,12,42,7,677,238,220,112,2172,Commanche,4704
3133,128,14,67,17,510,242,231,115,2173,Rawah,7202
3014,205,10,1027,128,5678,215,249,169,5675,Rawah,7746
3230,32,3,418,18,5485,219,232,150,1342,Rawah,7202
3331,183,5,579,36,967,221,243,157,1218,Commanche,7756
3034,105,33,228,85,666,254,181,27,2797,Commanche,7757
2618,354,12,402,12,2800,200,218,156,2659,Commanche,4703
3319,326,9,212,51,3289,198,230,172,1786,Rawah,8771
3245,303,12,573,81,4312,188,234,187,874,Commanche,7756
3002,356,19,170,24,446,187,203,151,1276,Commanche,7756
3001,67,15,339,51,4955,234,208,102,4422,Rawah,7745
2738,29,17,42,12,920,212,201,120,888,Commanche,7202
3138,72,13,295,30,5402,234,215,111,1033,Rawah,7745
2786,80,12,216,-2,1106,236,218,111,2521,Rawah,7745
2703,36,4,30,0,2048,220,230,147,4041,Rawah,7202
3047,101,4,600,82,5512,226,234,144,6150,Rawah,4744
2946,57,11,641,186,1542,228,216,120,1869,Commanche,7756
3082,349,26,330,41,2016,164,188,155,1781,Commanche,7757
2998,45,7,285,66,4308,222,225,138,1966,Rawah,7746
2746,266,4,153,21,1350,210,241,169,2135,Rawah,4744
2960,178,20,120,13,2227,225,247,146,3025,Commanche,7757
3044,195,11,792,-84,6078,218,250,165,3140,Rawah,7745
2101,272,26,150,43,660,141,236,229,966,Cache,2702
3137,146,7,30,4,1064,230,239,142,1638,Commanche,7202
2224,40,39,124,89,551,192,126,37,366,Cache,4703
3051,65,15,390,6,4646,233,208,103,666,Rawah,7745
3004,112,15,90,13,890,245,223,102,886,Rawah,7745
3267,336,23,150,63,1710,161,201,175,2583,Commanche,7757
3207,130,7,258,27,2079,232,236,136,1812,Commanche,7202
2862,26,7,30,3,1430,217,225,144,2543,Commanche,7102
3018,295,15,85,1,339,176,235,198,1718,Commanche,7700
2990,82,8,150,1,1627,232,225,126,1630,Rawah,7745
3144,354,7,295,-33,912,209,228,157,955,Neota,7201
3034,64,7,277,43,5532,227,226,133,4993,Rawah,7745
2645,41,10,319,33,937,222,217,130,977,Rawah,4744
3456,298,19,1154,328,4159,164,230,205,2663,Commanche,8776
2714,23,14,150,16,2463,211,209,131,552,Commanche,4703
3209,62,5,351,18,4926,224,230,142,2239,Rawah,7201
3065,343,15,524,233,537,188,215,165,1008,Rawah,7746
2962,255,7,540,66,5876,205,244,178,6274,Rawah,7745
3185,267,9,268,18,1490,198,244,185,153,Commanche,7202
3194,329,18,306,100,2571,176,217,179,811,Commanche,7700
3306,351,14,1261,289,1976,195,216,159,1945,Commanche,8771
2921,268,8,30,6,2156,200,243,182,1640,Commanche,7202
2662,65,11,127,11,417,230,218,119,1539,Rawah,4744
3334,13,3,600,39,860,216,233,154,1495,Commanche,7756
2628,71,9,120,20,240,230,223,126,433,Commanche,4704
2679,118,24,67,25,1471,252,211,73,731,Rawah,7746
3202,82,5,85,3,4969,227,231,138,1966,Rawah,7201
3169,225,4,510,61,5681,214,243,166,1208,Rawah,7745
2931,50,26,510,161,1818,221,176,74,2070,Commanche,7757
2173,14,27,228,132,661,183,173,115,450,Cache,4703
2986,63,14,60,14,2088,232,210,107,2603,Commanche,7202
2988,53,16,342,-38,3670,227,204,106,5716,Rawah,7745
3045,117,11,67,8,1377,238,230,121,2527,Rawah,7102
3111,96,14,67,13,2161,242,218,103,2017,Rawah,7745
2873,129,15,42,10,2868,244,230,110,1865,Rawah,7745
3113,266,11,170,0,1319,193,245,191,1782,Commanche,7756
2833,9,6,0,0,1437,214,228,152,2523,Rawah,7745
2511,115,8,120,28,323,234,233,130,384,Cache,2717
3234,113,23,421,-87,446,252,210,73,4046,Neota,7701
3129,93,14,124,16,3883,242,217,102,3118,Rawah,7745
3256,52,5,600,12,4231,223,228,141,2588,Rawah,7745
2926,356,10,534,59,4012,204,222,156,5555,Rawah,7745
2951,32,4,0,0,3596,219,230,147,1758,Rawah,7202
3184,109,10,402,36,5683,238,229,121,1710,Rawah,7745
2649,83,27,67,24,1113,245,181,47,3303,Rawah,7745
3334,165,8,306,134,3000,228,243,148,499,Commanche,7756
2231,308,30,95,30,1172,126,206,213,560,Cache,4703
2902,88,9,60,-1,3682,234,226,124,1776,Rawah,7102
3374,94,24,170,22,2471,249,195,59,2060,Commanche,8772
2852,71,34,95,-32,313,234,155,24,2287,Rawah,7746
3073,135,1,90,0,6843,220,238,154,2845,Rawah,7745
2743,72,34,108,62,120,235,154,0,1471,Rawah,7745
3342,357,18,564,116,999,189,205,151,626,Rawah,8772
3329,146,25,90,28,2457,245,227,94,384,Commanche,8772
3229,302,9,108,1,4545,195,236,181,495,Rawah,8771
2939,77,17,30,-6,390,239,206,93,1275,Rawah,7745
2075,26,29,85,29,421,194,165,93,690,Cache,4703
2878,108,6,30,-8,1890,231,233,136,1429,Commanche,7757
2937,149,27,170,14,430,243,227,96,1631,Rawah,7746
2932,301,1,450,14,5381,215,238,161,2148,Rawah,7201
3108,1,12,127,11,5010,203,217,152,2322,Rawah,7745
3388,103,14,832,178,771,243,221,103,127,Neota,8771
3124,13,3,0,0,859,216,233,154,2036,Rawah,7202
3085,270,23,150,38,872,155,241,222,1544,Commanche,7756
3028,3,26,60,13,4536,176,181,135,1129,Rawah,7745
3037,84,12,417,-12,997,237,220,113,1544,Rawah,7745
2753,95,9,0,0,1296,234,227,124,1652,Commanche,7757
3019,351,15,212,79,1302,192,213,158,2205,Commanche,7757
3162,243,16,170,25,876,188,251,199,4820,Neota,7201
3251,79,10,0,0,700,233,223,121,942,Neota,7756
2829,175,17,180,-2,1206,227,247,145,1680,Commanche,4703
2894,217,21,60,18,510,192,254,191,1500,Commanche,4758
3018,161,21,108,36,6274,236,239,123,3432,Rawah,7746
3040,90,11,537,68,2474,237,223,116,2364,Commanche,7202
3027,274,11,201,79,1316,190,243,192,2166,Commanche,7757
2848,228,23,361,216,845,179,254,204,1761,Commanche,7757
2690,322,8,313,-33,1577,200,232,172,4206,Rawah,7745
2704,1,14,350,86,2447,199,212,150,1475,Commanche,4703
3272,259,15,541,174,4320,183,247,202,1275,Rawah,7745
2716,157,12,60,3,2040,233,241,137,1259,Rawah,4744
3083,29,17,469,12,2601,212,201,120,2721,Commanche,7756
3281,259,1,335,38,4964,216,239,161,759,Rawah,7745
2501,119,15,150,6,497,245,225,104,1486,Cache,2717
2652,49,9,30,3,2145,224,221,131,2518,Commanche,2703
2206,292,32,242,112,892,116,215,230,904,Cache,4703
3274,69,3,616,83,5835,223,233,145,2780,Rawah,7745
2903,157,5,108,10,5232,226,241,149,4705,Rawah,6101
3100,334,17,90,24,3529,179,215,174,2084,Rawah,7202
2795,5,14,134,19,1891,201,211,147,2736,Rawah,7745
2909,241,8,60,6,4970,204,247,181,1578,Rawah,7745
2752,24,3,67,9,1924,218,233,152,966,Rawah,4744
2935,335,16,85,29,663,182,217,173,1974,Commanche,7700
2938,323,17,108,25,4241,175,221,184,418,Rawah,7745
2104,274,28,300,40,480,136,234,231,1063,Cache,2702
2922,152,4,210,6,4761,224,239,151,1924,Rawah,7745
3267,106,19,362,72,228,249,213,84,607,Neota,7756
2686,350,20,446,184,916,179,202,157,607,Commanche,7757
3260,245,16,794,125,721,185,251,201,2736,Commanche,7756
3066,39,16,404,71,1020,219,202,113,1170,Commanche,7756
3127,301,12,42,2,3893,186,235,189,1195,Commanche,7201
3206,22,17,492,130,661,207,202,127,1861,Commanche,7757
3591,29,11,371,54,1832,216,217,135,1648,Neota,8776
3037,184,19,330,63,1519,221,249,153,3458,Rawah,7201
2403,121,30,67,27,525,254,200,51,1276,Cache,2705
2673,4,10,30,-1,2239,207,220,151,2017,Rawah,6101
3054,346,9,60,13,1806,203,227,162,1651,Commanche,7202
3069,31,15,390,7,2475,215,206,124,1181,Commanche,7202
3212,301,3,300,28,470,211,238,165,1470,Commanche,7756
3106,143,26,210,44,2374,246,224,90,1565,Commanche,7709
2768,108,4,30,5,2165,226,235,144,1074,Rawah,7202
3189,187,8,0,0,3307,221,246,159,1320,Commanche,7202
3236,18,13,175,40,2197,209,211,137,2445,Rawah,7745
2871,106,19,42,-6,190,249,213,84,1107,Rawah,7745
2947,321,12,379,105,837,189,228,179,1826,Commanche,7756
3067,26,17,420,-1,3573,210,201,123,4857,Rawah,7745
2850,90,8,0,0,1481,233,227,127,2403,Commanche,7202
3297,116,10,120,29,3331,238,230,122,685,Commanche,8771
2690,66,21,234,38,1134,235,193,79,953,Commanche,7757
3371,217,26,800,150,3485,183,253,195,2588,Rawah,8772
3271,215,26,570,50,1689,185,253,192,3491,Rawah,7745
3250,318,18,633,66,698,170,221,189,979,Neota,7202
3160,118,14,67,19,2581,243,227,111,1668,Commanche,7755
3258,332,5,180,30,1608,209,234,163,1116,Commanche,8771
3020,131,9,108,12,2828,235,235,132,516,Rawah,7745
2694,166,10,150,21,1680,229,244,147,920,Rawah,4744
3014,62,5,335,30,4020,224,230,142,1697,Rawah,7745
3040,319,15,513,-80,1800,180,225,185,1907,Commanche,7756
3139,346,14,30,8,1112,192,217,162,2203,Rawah,7201
2310,236,36,466,168,828,134,243,226,911,Cache,2702
3100,84,7,382,-22,3952,231,227,129,4770,Rawah,7745
3267,41,9,618,119,866,221,219,132,2066,Rawah,7202
3412,119,33,216,93,2173,254,192,37,797,Commanche,8776
2953,324,15,150,48,418,180,223,182,1597,Commanche,7700
3195,349,14,67,11,1265,193,215,161,999,Neota,7700
2878,145,22,60,10,1513,244,230,104,2642,Commanche,4758
2646,35,11,342,-10,1318,219,215,130,785,Rawah,7745
3092,172,7,30,2,1024,225,244,152,1965,Rawah,7202
2308,130,18,67,24,1471,246,227,102,779,Cache,2704
2939,15,11,60,-2,3504,210,217,143,6297,Rawah,6101
2746,204,27,323,137,1784,194,252,178,1464,Commanche,2705
2829,5,11,150,-3,658,205,218,149,1168,Commanche,7756
3305,144,12,285,14,1785,237,237,128,3116,Neota,8771
2985,143,14,67,0,5382,240,236,122,2062,Rawah,7202
2900,270,8,228,74,972,200,243,182,1648,Commanche,4704
2632,74,10,153,15,3248,233,220,119,2294,Commanche,4704
3031,131,9,335,59,5267,235,235,132,4196,Rawah,7745
2661,60,11,30,-6,1045,229,216,119,1996,Rawah,7745
3204,222,7,42,-3,1290,211,247,173,541,Commanche,7103
3087,350,7,85,7,700,208,229,159,1681,Rawah,7202
2843,172,22,108,37,1443,228,244,136,2135,Commanche,4758
3013,186,14,218,48,1374,222,249,158,537,Commanche,4758
3087,62,4,182,17,2596,223,232,145,1851,Commanche,7756
3066,49,24,258,19,4832,222,179,78,3121,Rawah,7745
3221,225,2,192,18,4709,216,241,162,633,Rawah,8771
2056,228,34,67,61,170,149,247,215,258,Cache,2706
2711,114,9,277,39,3645,236,231,125,2424,Commanche,4704
2843,152,20,60,18,1032,240,236,116,1902,Commanche,7757
2958,100,10,301,75,2258,237,227,120,1703,Commanche,7700
3139,35,4,270,39,2469,219,231,148,1571,Rawah,7745
3171,105,23,395,17,3047,251,206,71,1065,Commanche,7756
3063,228,37,30,-3,3354,143,244,216,808,Commanche,7757
2336,16,20,170,56,1260,198,193,127,324,Cache,4703
3115,131,15,95,17,3749,243,231,113,2974,Commanche,7201
2570,106,28,518,-29,750,254,194,49,1201,Commanche,2705
2713,342,5,420,5,993,209,232,161,1082,Rawah,4744
2835,178,17,60,8,1194,225,248,149,2501,Commanche,7757
3118,122,15,30,5,2395,244,227,108,2423,Rawah,7746
3088,0,31,277,-6,2394,158,165,131,1008,Commanche,7202
2969,158,13,808,174,2793,233,242,137,1158,Commanche,7790
3086,74,7,258,8,3235,229,227,132,900,Rawah,7745
3268,136,15,0,0,3429,242,233,117,636,Commanche,8771
2816,358,12,0,0,1600,202,218,154,2483,Commanche,7102
2913,191,10,60,-2,4901,220,248,161,4502,Rawah,7746
2773,47,8,430,14,1754,223,223,135,895,Rawah,4744
3197,309,9,285,24,1509,195,234,179,67,Commanche,7202
2565,191,28,30,18,2639,206,248,159,900,Commanche,2705
3008,156,14,67,1,2910,235,241,133,1556,Commanche,7757
2992,232,15,60,18,3311,194,252,193,1262,Commanche,7756
3222,35,11,480,16,2885,219,215,130,966,Commanche,7201
2587,241,40,30,17,2772,118,237,233,1001,Commanche,2705
3103,130,16,511,40,510,244,230,110,1276,Commanche,7756
3282,229,13,127,2,1931,199,252,188,3900,Neota,7756
2972,5,20,30,13,531,191,197,140,2394,Rawah,7745
3338,279,12,270,62,5359,186,242,195,899,Rawah,8772
3325,298,9,67,-1,4920,194,237,183,3398,Commanche,8771
3187,348,9,201,17,2070,203,225,161,3037,Rawah,7745
2705,61,13,30,3,1260,230,212,112,1624,Commanche,7755
2490,297,12,42,7,433,187,236,189,499,Cache,4703
3231,10,7,150,5,3151,213,227,151,2236,Rawah,7745
2345,287,26,120,55,805,140,228,224,618,Cache,2717
3296,263,6,677,161,658,205,243,176,2363,Commanche,7756
3016,255,11,42,13,1863,195,247,190,1401,Commanche,7202
2632,3,12,335,64,859,203,216,150,1706,Rawah,7746
2916,108,2,240,23,391,223,236,149,426,Commanche,7755
3367,294,9,295,29,1471,196,238,182,860,Commanche,8771
3085,257,20,362,26,3492,170,248,214,1500,Commanche,4758
2792,172,10,150,8,2107,227,245,150,1292,Rawah,7746
2784,267,14,0,0,2451,184,245,200,446,Commanche,7757
3185,87,13,234,23,4899,239,218,108,1368,Rawah,7745
2854,9,17,190,53,3982,198,203,139,5350,Rawah,7745
2727,247,28,60,18,2197,151,247,226,780,Commanche,4758
3112,124,15,750,81,2837,245,227,107,2751,Commanche,7757
3199,70,22,319,53,1524,238,192,75,4742,Neota,7201
3257,214,3,366,46,1060,216,243,163,2405,Commanche,7756
3256,25,21,228,87,1613,204,189,114,2654,Commanche,7757
3256,98,16,150,-28,1455,245,215,94,1825,Rawah,8771
3049,127,7,240,-17,924,233,235,135,853,Rawah,7745
2918,27,13,571,120,2809,214,212,132,390,Commanche,7756
3046,85,8,313,77,5354,232,226,126,836,Rawah,7745
2805,93,10,150,18,630,237,224,118,175,Rawah,7746
3116,87,22,323,69,671,246,197,68,1515,Rawah,7746
3095,20,11,108,12,4327,212,217,140,3421,Rawah,7202
2616,326,14,0,0,1142,185,224,178,845,Commanche,7102
3352,269,17,782,176,4470,174,244,208,2650,Commanche,8771
3288,299,40,216,64,2845,82,191,232,2477,Rawah,8772
2765,336,6,210,31,1440,207,232,164,1777,Rawah,4744
3215,153,2,693,31,1248,222,239,153,2190,Commanche,7756
3076,111,25,234,60,3241,253,204,63,2088,Commanche,7757
2836,58,7,295,70,2520,226,225,133,845,Commanche,7700
2692,286,13,67,0,1698,183,239,196,677,Commanche,7755
2899,232,15,170,50,3247,194,252,193,1911,Commanche,2705
2895,355,10,67,13,3942,204,222,157,3872,Rawah,7745
3155,112,8,134,13,3206,235,231,128,4397,Rawah,7745
2507,67,32,60,33,1666,232,157,32,467,Commanche,4703
2923,48,22,67,34,2108,222,185,86,1560,Commanche,7757
2937,324,6,335,81,3070,205,233,168,2311,Rawah,7745
3018,72,11,212,-6,3216,233,219,117,5557,Rawah,7102
2942,33,11,67,10,3973,218,216,133,4998,Rawah,7102
3043,325,12,30,6,3221,190,227,176,2690,Commanche,7202
2813,40,11,443,-9,966,221,215,127,2490,Rawah,7745
2747,73,10,153,-2,1556,232,221,121,1952,Rawah,7745
2608,28,11,350,90,2419,216,215,134,481,Commanche,2703
3301,333,7,582,55,741,203,230,166,1332,Neota,7202
2710,48,15,283,-3,825,224,206,113,234,Commanche,4703
3220,107,11,771,55,1290,239,226,116,2704,Neota,7202
2982,119,8,201,17,5085,235,233,129,5923,Rawah,4744
2884,28,20,283,69,2022,208,192,114,1539,Commanche,7757
2600,350,10,531,36,642,202,224,159,2713,Rawah,4744
3014,333,25,150,40,1353,154,199,180,1282,Commanche,7756
2597,114,11,30,-2,2030,239,229,119,2155,Commanche,4704
2902,56,24,162,61,4365,228,183,76,1142,Rawah,7745
2757,189,3,153,6,1842,219,241,158,722,Rawah,4744
3015,98,11,240,44,4307,238,224,115,992,Rawah,7746
3258,184,9,457,56,2579,222,247,157,1350,Commanche,7757
3169,336,9,242,-8,1082,199,227,167,785,Neota,7700
3044,263,6,256,18,679,206,243,175,872,Commanche,4758
3014,52,20,1040,216,3068,226,192,91,1050,Commanche,4703
2644,215,17,30,-2,2495,202,254,184,6818,Rawah,7746
3298,4,12,300,75,3091,204,216,149,3241,Commanche,7700
2884,115,8,150,36,1419,234,233,130,1584,Rawah,7745
3033,90,7,379,53,4507,231,229,130,626,Rawah,7746
2919,50,7,313,91,918,224,224,135,2021,Rawah,4744
2284,147,37,162,86,972,241,208,62,850,Cache,2717
3140,21,19,67,7,1627,205,197,124,1816,Commanche,7700
3077,308,5,534,-49,2357,205,237,171,1518,Commanche,7202
2970,94,10,30,8,1507,236,225,119,2122,Commanche,7202
2850,60,10,162,7,1254,228,219,123,2352,Rawah,7745
2825,264,7,30,-2,2674,203,243,179,2452,Rawah,7202
3042,60,18,592,218,395,231,199,94,937,Commanche,7757
2593,187,34,162,-3,1505,202,241,146,360,Commanche,2705
2350,84,17,175,51,418,242,210,93,648,Cache,2705
2900,75,7,234,32,3181,228,228,133,2477,Rawah,4744
3223,345,10,85,11,983,200,224,163,2439,Commanche,7202
2912,63,20,182,-63,595,233,194,83,661,Rawah,7201
2821,89,20,247,45,1365,245,205,80,2400,Commanche,7757
2926,7,8,600,170,2769,210,224,151,1172,Commanche,7755
2770,320,23,108,30,1224,154,210,193,2457,Commanche,7757
3246,104,4,390,-84,576,226,234,143,3363,Neota,7202
2611,132,14,242,51,258,242,232,116,1116,Rawah,4744
2963,56,9,300,9,1921,226,221,129,1209,Rawah,7745
3198,164,14,216,38,3640,232,244,140,1687,Commanche,7756
3339,298,19,525,57,1974,163,230,205,3183,Rawah,8772
2602,190,18,67,17,1681,218,251,161,2780,Commanche,2705
2140,8,23,579,138,685,187,187,131,342,Cache,2706
2886,135,20,124,39,6000,247,227,99,4343,Rawah,7746
3193,203,15,424,47,2407,211,252,173,932,Rawah,7745
2942,327,11,30,4,2250,192,227,174,2175,Commanche,7202
2966,108,24,234,72,871,252,204,64,2800,Rawah,7745
3325,39,13,361,91,1770,220,210,122,2151,Rawah,8776
2893,338,3,285,36,4079,214,235,160,5894,Rawah,4744
2529,42,29,309,142,732,210,163,70,774,Commanche,4703
2682,215,18,60,11,1266,199,254,185,3378,Rawah,4744
3190,333,4,30,2,5162,210,234,163,1825,Rawah,7202
2773,35,18,234,77,1064,215,197,112,1765,Commanche,4703
3176,16,13,309,33,1605,208,213,140,860,Neota,7756
3200,17,13,607,115,3124,208,212,139,1838,Commanche,7755
3118,322,32,270,122,524,122,188,196,2139,Rawah,7746
2390,314,28,60,31,1041,136,206,204,1203,Cache,4703
3389,174,18,834,110,4333,228,246,144,2364,Commanche,8771
3028,7,13,323,95,618,204,214,146,1689,Commanche,7756
3219,236,9,331,137,2527,205,248,181,1433,Commanche,7755
2705,315,26,124,45,404,144,210,201,589,Rawah,7745
2768,82,5,295,38,2689,227,231,138,1972,Commanche,4704
3150,350,14,42,7,2313,193,215,160,2910,Commanche,7202
2922,4,15,192,-3,1370,200,211,147,1458,Rawah,7746
3354,58,10,666,-8,589,228,218,123,433,Neota,8771
2965,296,9,789,-69,1436,194,238,183,1921,Commanche,7755
3007,144,10,60,5,916,235,238,134,1560,Commanche,7202
2798,45,6,0,0,1413,222,227,141,2729,Commanche,7102
2717,14,15,150,14,2465,204,207,137,531,Commanche,4703
3403,132,6,677,174,690,229,237,141,391,Neota,8776
3212,36,11,685,95,997,219,216,131,2052,Commanche,7201
3122,163,14,630,85,1932,233,243,138,949,Commanche,7756
3018,318,12,60,10,573,187,229,181,1624,Commanche,7202
2852,211,21,192,97,2954,197,254,184,1273,Commanche,2705
3181,281,28,175,-20,3257,134,229,230,2163,Rawah,7700
2867,122,10,60,7,4998,238,232,124,4333,Rawah,7745
2938,5,8,0,0,1834,210,224,152,2519,Commanche,7202
3025,277,24,371,114,5758,150,237,223,1271,Rawah,7745
3032,332,10,85,16,2802,196,227,170,684,Rawah,7202
2257,121,11,127,49,1560,238,231,122,384,Cache,4703
3082,240,25,443,47,3027,166,251,216,1740,Commanche,7755
3000,81,12,85,11,953,236,219,112,2778,Rawah,7745
3217,14,8,108,8,5273,213,224,148,607,Rawah,7201
2969,236,12,162,27,1723,199,250,188,2247,Commanche,7757
2560,97,11,247,55,994,238,224,116,1490,Commanche,2705
3362,276,14,514,-13,3000,181,242,200,1982,Rawah,8772
3099,59,4,306,22,2372,223,231,143,2160,Commanche,7756
3497,146,15,319,134,3937,240,237,122,3788,Commanche,7757
2688,147,14,30,5,2448,238,238,127,4753,Rawah,7102
2590,39,10,420,21,1290,221,218,131,4127,Rawah,7745
3100,107,10,450,31,3601,237,228,121,4725,Rawah,7745
2930,257,12,95,3,2053,191,247,194,1813,Commanche,7756
2854,98,14,85,17,4867,243,219,102,4499,Rawah,7745
2952,275,9,497,46,5609,197,242,185,2550,Rawah,7746
3185,330,7,85,8,5334,204,232,167,2550,Rawah,7201
3133,136,19,120,10,2830,245,229,105,3319,Rawah,7201
3136,202,8,134,30,390,217,247,165,1978,Rawah,7201
2971,73,5,30,-1,1802,226,230,139,3726,Rawah,7202
3080,117,4,201,22,1376,227,236,143,2122,Rawah,7745
3024,302,4,789,52,5777,207,238,169,6447,Rawah,4744
2659,45,4,272,7,725,221,230,145,1583,Rawah,4744
2872,111,20,134,65,150,250,214,84,953,Rawah,7746
3269,8,7,743,78,5947,212,227,152,2708,Rawah,7745
3007,151,17,524,-13,1110,239,238,121,1442,Commanche,7756
2929,264,9,339,29,5477,199,244,185,5234,Rawah,7745
3183,35,4,0,0,5176,219,231,148,1948,Rawah,7202
2867,80,14,30,8,5510,238,215,105,854,Rawah,7202
2398,209,7,323,111,1140,215,247,168,1130,Cache,2703
3135,261,9,0,0,953,199,245,185,1584,Commanche,7103
3075,79,1,150,13,3124,220,236,152,977,Rawah,7745
3118,146,9,180,15,990,233,239,138,1782,Rawah,7201
3043,331,11,90,8,2154,195,227,171,1907,Commanche,7756
2893,17,7,458,77,3703,214,225,147,3137,Rawah,4744
2903,238,4,124,7,5260,212,244,170,5503,Rawah,6101
3346,40,15,210,47,4173,220,207,118,1308,Rawah,7745
2941,351,10,268,21,5139,202,223,159,2043,Rawah,7745
2851,198,26,488,152,3620,202,251,170,1617,Commanche,4758
2798,342,17,108,24,1020,183,213,167,2016,Commanche,4703
3180,101,9,127,17,2580,235,228,124,1598,Commanche,7755
2656,101,19,30,-2,1158,248,211,83,3277,Rawah,7745
2917,38,6,313,24,4110,220,227,143,3873,Rawah,7745
3266,313,15,0,0,5997,177,227,190,408,Rawah,8771
